"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","CATEGORY","SALARIES","BENEFITS","SALARIES_AND_BENEFITS","% Rev- GF/Title/Lottery","% Rev- Total K-12","% Exp- GF/Title/Lottery","% Exp-Total K-12"
"2021-22","7830626","State Charter Schools II- Furlow Charter School","ALL","All Column Values","School Administration",203391.14,101623.99,305015.13,4.23,3.92,5.36,4.89
"2021-22","7830626","State Charter Schools II- Furlow Charter School","ALL","All Column Values","Teachers and Paraprofessionals",2109341.87,958598.7,3067940.57,42.51,39.44,53.87,49.23
"2021-22","7830627","State Charter Schools II- Atlanta SMART Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7830627","State Charter Schools II- Atlanta SMART Academy","ALL","All Column Values","School Administration",238301.14,63408.84,301709.98,12.05,11.86,13.41,13.18
"2021-22","7830627","State Charter Schools II- Atlanta SMART Academy","ALL","All Column Values","Teachers and Paraprofessionals",472801.54,118036.61,590838.15,23.6,23.23,26.26,25.8
"2021-22","7830628","State Charter Schools II- Ethos Classical Charter School","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7830628","State Charter Schools II- Ethos Classical Charter School","ALL","All Column Values","School Administration",535500.77,266304.62,801805.39,13.91,13.18,15.42,14.53
"2021-22","7830628","State Charter Schools II- Ethos Classical Charter School","ALL","All Column Values","Teachers and Paraprofessionals",2150110.9,370112.19,2520223.09,43.71,41.41,48.48,45.67
"2021-22","7830630","State Charter Schools II- Baconton Community Charter School","ALL","All Column Values","General Administration",0,31942,31942,0.24,0.24,0.26,0.26
"2021-22","7830630","State Charter Schools II- Baconton Community Charter School","ALL","All Column Values","School Administration",256872,211903,468775,3.51,3.51,3.84,3.84
"2021-22","7830630","State Charter Schools II- Baconton Community Charter School","ALL","All Column Values","Teachers and Paraprofessionals",4207223,1902967,6110190,45.76,45.76,50.03,50.03
"2021-22","7830632","State Charter Schools II- Atlanta Unbound Academy","ALL","All Column Values","General Administration",222736.53,0,222736.53,8.73,8.54,7.95,7.79
"2021-22","7830632","State Charter Schools II- Atlanta Unbound Academy","ALL","All Column Values","School Administration",111586.61,214103.67,325690.28,12.77,12.48,11.62,11.39
"2021-22","7830632","State Charter Schools II- Atlanta Unbound Academy","ALL","All Column Values","Teachers and Paraprofessionals",1146628.69,390744.72,1537373.41,60.26,58.93,54.85,53.74
"2021-22","7830633","State Charter Schools II- D.E.L.T.A. STEAM Academy","ALL","All Column Values","General Administration",0,0,0,0,0,0,0
"2021-22","7830633","State Charter Schools II- D.E.L.T.A. STEAM Academy","ALL","All Column Values","School Administration",281535.36,81862.78,363398.14,10.43,10.43,14.2,14.2
"2021-22","7830633","State Charter Schools II- D.E.L.T.A. STEAM Academy","ALL","All Column Values","Teachers and Paraprofessionals",849723.93,229346.84,1079070.77,30.96,30.96,42.17,42.17
"2021-22","7830634","State Charter Schools II- Georgia Fugees Academy Charter School","ALL","All Column Values","General Administration",0,3129,3129,0.1,0.1,0.1,0.1
"2021-22","7830634","State Charter Schools II- Georgia Fugees Academy Charter School","ALL","All Column Values","School Administration",97972,57403,155375,4.86,4.86,4.9,4.9
"2021-22","7830634","State Charter Schools II- Georgia Fugees Academy Charter School","ALL","All Column Values","Teachers and Paraprofessionals",846947,352947,1199894,37.51,37.51,37.86,37.86
"2021-22","7830636","State Charter Schools II- Northwest Classical Academy","ALL","All Column Values","General Administration",66347.16,39111.92,105459.08,1.79,1.77,2.12,2.11
"2021-22","7830636","State Charter Schools II- Northwest Classical Academy","ALL","All Column Values","School Administration",249607.22,83504.82,333112.04,5.65,5.58,6.69,6.66
"2021-22","7830636","State Charter Schools II- Northwest Classical Academy","ALL","All Column Values","Teachers and Paraprofessionals",1575282.6,659397.95,2234680.55,37.88,37.45,44.87,44.65
"2021-22","784","Pelham City","ALL","All Column Values","General Administration",262977.09,85516.97,348494.06,2.01,1.38,2.12,1.6
"2021-22","784","Pelham City","ALL","All Column Values","School Administration",585849.89,297535.24,883385.13,5.11,3.49,5.38,4.05
"2021-22","784","Pelham City","ALL","All Column Values","Teachers and Paraprofessionals",6505492.02,2625610.88,9131102.9,52.78,36.08,55.57,41.9
"2021-22","785","Rome City","ALL","All Column Values","General Administration",650547.99,336873.44,987421.43,1.2,1.02,1.23,1.07
"2021-22","785","Rome City","ALL","All Column Values","School Administration",2293707.37,1371807.23,3665514.6,4.46,3.78,4.57,3.96
"2021-22","785","Rome City","ALL","All Column Values","Teachers and Paraprofessionals",28353673.81,14669571.61,43023245.42,52.33,44.42,53.62,46.54
"2021-22","786","Social Circle City","ALL","All Column Values","General Administration",536638.48,222907.86,759546.34,3.46,2.97,3.53,3.16
"2021-22","786","Social Circle City","ALL","All Column Values","School Administration",820468.61,357920.95,1178389.56,5.37,4.6,5.48,4.9
"2021-22","786","Social Circle City","ALL","All Column Values","Teachers and Paraprofessionals",7738706.13,3292662.4,11031368.53,50.24,43.08,51.29,45.85
"2021-22","789","Thomasville City","ALL","All Column Values","General Administration",285107.74,364776.13,649883.87,1.75,0.79,1.84,1.6
"2021-22","789","Thomasville City","ALL","All Column Values","School Administration",1166081.12,621731.79,1787812.91,4.81,2.17,5.07,4.41
"2021-22","789","Thomasville City","ALL","All Column Values","Teachers and Paraprofessionals",10577777.52,5290119.38,15867896.9,42.68,19.25,44.96,39.1
"2021-22","791","Trion City","ALL","All Column Values","General Administration",316433.81,132821.55,449255.36,2.99,2.6,3.18,2.72
"2021-22","791","Trion City","ALL","All Column Values","School Administration",539063.96,316127.18,855191.14,5.7,4.95,6.04,5.17
"2021-22","791","Trion City","ALL","All Column Values","Teachers and Paraprofessionals",4990359.43,2426564.44,7416923.87,49.44,42.9,52.42,44.83
"2021-22","792","Valdosta City","ALL","All Column Values","General Administration",833912.25,459860.7,1293772.95,1.21,1.03,1.32,1.16
"2021-22","792","Valdosta City","ALL","All Column Values","School Administration",1909423.65,1299948.51,3209372.16,3,2.55,3.29,2.87
"2021-22","792","Valdosta City","ALL","All Column Values","Teachers and Paraprofessionals",32845647.79,16167831.32,49013479.11,45.89,38.89,50.17,43.87
"2021-22","793","Vidalia City","ALL","All Column Values","General Administration",359694.5,151780.67,511475.17,1.85,1.54,1.78,1.54
"2021-22","793","Vidalia City","ALL","All Column Values","School Administration",847457.68,347915.88,1195373.56,4.32,3.59,4.16,3.6
"2021-22","793","Vidalia City","ALL","All Column Values","Teachers and Paraprofessionals",8809930.93,4111018.1,12920949.03,46.65,38.84,45,38.91
"2021-22","850","Northwest Georgia RESA","ALL","All Column Values","General Administration",154170.84,82917.23,237088.07,2.6,2.6,2.77,2.77
"2021-22","850","Northwest Georgia RESA","ALL","All Column Values","School Administration",0,49494.75,49494.75,0.54,0.54,0.58,0.58
"2021-22","850","Northwest Georgia RESA","ALL","All Column Values","Teachers and Paraprofessionals",2451270.53,1224567.7,3675838.23,40.29,40.29,43.02,43.02
"2021-22","852","North Georgia RESA","ALL","All Column Values","General Administration",222393.67,100820.73,323214.4,6.98,6.98,7.55,7.55
"2021-22","852","North Georgia RESA","ALL","All Column Values","School Administration",120557.48,101070.53,221628.01,4.79,4.79,5.18,5.18
"2021-22","852","North Georgia RESA","ALL","All Column Values","Teachers and Paraprofessionals",998644.89,535683.83,1534328.72,33.15,33.15,35.86,35.86
"2021-22","854","Pioneer RESA","ALL","All Column Values","General Administration",317685.76,133025.76,450711.52,3.62,3.52,3.52,3.41
"2021-22","854","Pioneer RESA","ALL","All Column Values","School Administration",0,0,0,0,0,0,0
"2021-22","854","Pioneer RESA","ALL","All Column Values","Teachers and Paraprofessionals",3833268.73,2072095.97,5905364.7,47.39,46.13,46.09,44.73
"2021-22","856","Metro RESA","ALL","All Column Values","General Administration",268152.3,134266.77,402419.07,3.12,3.12,3.15,3.15
"2021-22","856","Metro RESA","ALL","All Column Values","School Administration",201661.14,185735.91,387397.05,3,3,3.04,3.04
"2021-22","856","Metro RESA","ALL","All Column Values","Teachers and Paraprofessionals",1543900.89,678249.59,2222150.48,17.21,17.21,17.42,17.42
"2021-22","858","Northeast Georgia RESA","ALL","All Column Values","General Administration",248200.93,68272.07,316473,2.87,2.87,2.87,2.87
"2021-22","858","Northeast Georgia RESA","ALL","All Column Values","School Administration",141571.54,69994.07,211565.61,1.92,1.92,1.92,1.92
"2021-22","858","Northeast Georgia RESA","ALL","All Column Values","Teachers and Paraprofessionals",2018292.69,1028675.69,3046968.38,27.62,27.62,27.6,27.6
"2021-22","860","West Georgia RESA","ALL","All Column Values","General Administration",454402.3,170497.18,624899.48,6.97,6.97,7.91,7.91
"2021-22","860","West Georgia RESA","ALL","All Column Values","School Administration",0,67725.31,67725.31,0.76,0.76,0.86,0.86
"2021-22","860","West Georgia RESA","ALL","All Column Values","Teachers and Paraprofessionals",1803839.75,971695.56,2775535.31,30.98,30.98,35.13,35.13
"2021-22","862","Griffin RESA","ALL","All Column Values","General Administration",357037.84,143103.79,500141.63,10.44,10.44,10.97,10.88
"2021-22","862","Griffin RESA","ALL","All Column Values","School Administration",0,0,0,0,0,0,0
"2021-22","862","Griffin RESA","ALL","All Column Values","Teachers and Paraprofessionals",76919.52,16786.9,93706.42,1.96,1.96,2.05,2.04
"2021-22","864","Middle Georgia RESA","ALL","All Column Values","General Administration",205592.97,76483.43,282076.4,6.24,6.24,7.09,7.09
"2021-22","864","Middle Georgia RESA","ALL","All Column Values","School Administration",0,0,0,0,0,0,0
"2021-22","864","Middle Georgia RESA","ALL","All Column Values","Teachers and Paraprofessionals",103379.04,34101.31,137480.35,3.04,3.04,3.45,3.45
"2021-22","866","Oconee RESA","ALL","All Column Values","General Administration",93625,40294.38,133919.38,3.76,3.76,3.58,3.58
"2021-22","866","Oconee RESA","ALL","All Column Values","School Administration",0,12883.95,12883.95,0.36,0.36,0.34,0.34
"2021-22","866","Oconee RESA","ALL","All Column Values","Teachers and Paraprofessionals",634806.31,330477.59,965283.9,27.08,27.08,25.8,25.8
"2021-22","868","Central Savannah River RESA","ALL","All Column Values","General Administration",203049.14,39351.35,242400.49,5.18,5.18,5.24,5.24
"2021-22","868","Central Savannah River RESA","ALL","All Column Values","School Administration",0,21630.06,21630.06,0.46,0.46,0.47,0.47
"2021-22","868","Central Savannah River RESA","ALL","All Column Values","Teachers and Paraprofessionals",238194.24,88453.72,326647.96,6.97,6.97,7.06,7.06
"2021-22","872","Chattahoochee-Flint RESA","ALL","All Column Values","General Administration",102435.45,28558,130993.45,3.09,3.09,3.04,3.04
"2021-22","872","Chattahoochee-Flint RESA","ALL","All Column Values","School Administration",0,0,0,0,0,0,0
"2021-22","872","Chattahoochee-Flint RESA","ALL","All Column Values","Teachers and Paraprofessionals",232899.65,73948.47,306848.12,7.24,7.24,7.12,7.12
"2021-22","876","Heart of Georgia RESA","ALL","All Column Values","General Administration",195684.66,98789.31,294473.97,5.63,5.63,5.61,5.61
"2021-22","876","Heart of Georgia RESA","ALL","All Column Values","School Administration",50705.29,37590.6,88295.89,1.69,1.69,1.68,1.68
"2021-22","876","Heart of Georgia RESA","ALL","All Column Values","Teachers and Paraprofessionals",688893.93,310115.62,999009.55,19.11,19.11,19.02,19.02
"2021-22","880","First District RESA","ALL","All Column Values","General Administration",199299.41,85930.64,285230.05,3.54,3.54,3.7,3.7
"2021-22","880","First District RESA","ALL","All Column Values","School Administration",0,42722.18,42722.18,0.53,0.53,0.55,0.55
"2021-22","880","First District RESA","ALL","All Column Values","Teachers and Paraprofessionals",1261654.32,745628.71,2007283.03,24.9,24.9,26.07,26.07
"2021-22","884","Southwest Georgia RESA","ALL","All Column Values","General Administration",88348.38,18911.89,107260.27,4.45,4.45,3.92,3.92
"2021-22","884","Southwest Georgia RESA","ALL","All Column Values","School Administration",0,0,0,0,0,0,0
"2021-22","884","Southwest Georgia RESA","ALL","All Column Values","Teachers and Paraprofessionals",0,0,0,0,0,0,0
"2021-22","886","Coastal Plains RESA","ALL","All Column Values","General Administration",210756.12,116803.99,327560.11,5.25,5.25,5.41,5.41
"2021-22","886","Coastal Plains RESA","ALL","All Column Values","School Administration",307657.8,137047.05,444704.85,7.13,7.13,7.35,7.35
"2021-22","886","Coastal Plains RESA","ALL","All Column Values","Teachers and Paraprofessionals",1058670.67,526342.24,1585012.91,25.41,25.41,26.19,26.19
"2021-22","888","Okefenokee RESA","ALL","All Column Values","General Administration",140000.04,79757.55,219757.59,5.33,5.33,5.58,5.58
"2021-22","888","Okefenokee RESA","ALL","All Column Values","School Administration",0,9917.75,9917.75,0.24,0.24,0.25,0.25
"2021-22","888","Okefenokee RESA","ALL","All Column Values","Teachers and Paraprofessionals",636468.17,336698.79,973166.96,23.62,23.62,24.73,24.73
"2021-22","ALL","All Column Values","ALL","All Column Values","General Administration",149306652.44,103898844.84,253205497.28,1.1,0.87,1.17,0.97
"2021-22","ALL","All Column Values","ALL","All Column Values","School Administration",659701507.76,362592542.91,1022294050.67,4.44,3.53,4.71,3.93
"2021-22","ALL","All Column Values","ALL","All Column Values","Teachers and Paraprofessionals",7373361520.67,3520835669.74,10894197190.41,47.34,37.62,50.21,41.88
